model,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,age_car
M5,North America,grey,Diesel,Automatic,3.7,147516.0,49473.0,3831,Low,12
i8,Middle East,white,Diesel,Manual,2.4,25419.0,101480.0,6828,Low,7
X5,Middle East,white,Hybrid,Automatic,2.4,91099.0,67377.0,7955,High,8
3 Series,Asia,grey,Diesel,Automatic,1.8,120265.0,66153.0,9008,High,9
7 Series,Africa,red,Diesel,Manual,3.0,1408.0,88648.0,1820,Low,0
i8,Africa,red,Hybrid,Manual,3.7,169378.0,73881.0,7092,High,5
i3,Europe,grey,Diesel,Automatic,4.3,173723.0,54675.0,7379,High,5
X6,South America,black,Hybrid,Manual,,154049.0,44827.0,7119,High,4
5 Series,Asia,red,Electric,Automatic,5.0,49732.0,45246.0,5251,Low,11
X1,Asia,black,Hybrid,Automatic,,60576.0,42538.0,4756,Low,6
i8,Asia,red,Petrol,Manual,3.2,176094.0,70422.0,9814,High,14
X6,Africa,black,Hybrid,Automatic,3.3,51520.0,,3749,Low,4
i8,Europe,blue,Electric,Automatic,4.3,146012.0,35179.0,6730,Low,0
5 Series,South America,silver,Hybrid,Automatic,2.4,150295.0,,1144,Low,13
7 Series,Middle East,black,Hybrid,Manual,1.7,25096.0,71844.0,7369,High,0
i8,North America,black,Petrol,Automatic,2.6,138942.0,78016.0,8187,High,1
i3,North America,silver,Hybrid,Manual,4.9,174498.0,66025.0,8747,High,11
X1,North America,red,Electric,Automatic,,20796.0,39812.0,9808,High,12
M3,Middle East,white,Petrol,Automatic,2.9,179855.0,107444.0,7545,High,14
3 Series,Europe,black,Electric,Manual,4.6,192327.0,100672.0,5553,Low,10
i8,Europe,grey,Hybrid,Manual,1.6,139798.0,65531.0,8150,High,8
M5,Africa,white,Hybrid,Manual,2.6,78269.0,94078.0,4695,Low,13
X3,South America,red,Diesel,Automatic,4.0,187886.0,49544.0,6112,Low,10
X6,Africa,blue,Petrol,Automatic,2.3,94635.0,111059.0,2690,Low,9
X1,Asia,red,Hybrid,Manual,2.2,125114.0,82177.0,704,Low,4
3 Series,Asia,red,Diesel,Manual,4.5,74448.0,93762.0,7253,High,8
M5,South America,red,Petrol,Automatic,3.7,5852.0,96718.0,5237,Low,14
X3,Asia,black,Diesel,Automatic,5.0,170302.0,32210.0,843,Low,8
M3,Middle East,blue,Petrol,Manual,2.0,93450.0,81725.0,8352,High,11
M5,Middle East,black,Hybrid,Manual,2.7,183894.0,71919.0,7530,High,7
7 Series,Europe,blue,Hybrid,Manual,2.6,79043.0,106114.0,7921,High,2
X6,North America,blue,Diesel,Manual,4.6,177488.0,79650.0,3607,Low,11
X1,Europe,white,Diesel,Automatic,2.4,69127.0,31408.0,4819,Low,9
M3,South America,grey,Electric,Manual,2.7,102489.0,92871.0,4021,Low,6
5 Series,North America,grey,Diesel,Automatic,2.0,55804.0,83412.0,2403,Low,10
i8,Africa,blue,Diesel,Automatic,4.2,23283.0,115143.0,5113,Low,1
X1,Asia,red,Diesel,Manual,2.3,81072.0,100736.0,8716,High,3
5 Series,Asia,red,Diesel,Automatic,1.7,195527.0,58146.0,4442,Low,11
i8,North America,grey,Petrol,Automatic,3.0,139783.0,39015.0,3830,Low,7
X3,Middle East,black,Petrol,Automatic,2.9,120351.0,64127.0,8334,High,2
X1,Asia,white,Petrol,Automatic,2.1,96076.0,83110.0,8235,High,6
X6,South America,black,Petrol,Automatic,2.0,52323.0,65309.0,6362,Low,11
3 Series,South America,grey,Hybrid,Manual,,193617.0,57522.0,2824,Low,12
i8,Middle East,red,Electric,Manual,1.7,74572.0,105990.0,7041,High,7
X3,Asia,black,Electric,Automatic,1.8,140670.0,105201.0,9763,High,1
M5,Africa,silver,Hybrid,Manual,2.4,3776.0,,4199,Low,10
X3,North America,red,Electric,Automatic,4.8,39230.0,102571.0,7845,High,13
X1,Europe,silver,Electric,Manual,1.8,24116.0,112824.0,3885,Low,5
X3,Middle East,white,Diesel,Manual,4.4,15970.0,90581.0,8547,High,6
X1,Africa,silver,Diesel,Manual,4.6,22594.0,117135.0,2900,Low,12
X3,North America,black,Petrol,Manual,2.8,140445.0,71521.0,3152,Low,3
3 Series,South America,silver,Diesel,Automatic,2.5,23098.0,69119.0,1530,Low,13
5 Series,South America,silver,Diesel,Manual,3.9,113519.0,76417.0,8988,High,14
M5,Asia,blue,Petrol,Manual,4.0,85400.0,87485.0,3346,Low,1
X6,Europe,silver,Diesel,Manual,4.2,20640.0,31168.0,365,Low,7
X3,Africa,red,Diesel,Automatic,4.4,164367.0,86748.0,2375,Low,4
7 Series,North America,black,Hybrid,Manual,2.4,32002.0,117803.0,2614,Low,12
X6,Asia,black,Hybrid,Automatic,3.9,57838.0,49540.0,5303,Low,8
M5,South America,blue,Diesel,Automatic,2.0,133916.0,115821.0,7654,High,14
X3,Asia,red,Petrol,Manual,3.3,,88088.0,8292,High,14
5 Series,North America,grey,Electric,Automatic,3.6,76012.0,54429.0,1126,Low,0
5 Series,Middle East,white,Petrol,Manual,2.1,170180.0,79249.0,1742,Low,3
X6,Europe,grey,Petrol,Automatic,1.8,32572.0,87285.0,2630,Low,6
3 Series,North America,black,Electric,Automatic,2.2,127979.0,60852.0,7235,High,0
X1,Middle East,black,Diesel,Manual,3.0,120784.0,113533.0,5889,Low,3
7 Series,Africa,white,Petrol,Automatic,4.6,97308.0,117934.0,818,Low,7
X3,Africa,grey,Hybrid,Automatic,3.4,178324.0,36940.0,8865,High,3
3 Series,North America,red,Electric,Manual,4.1,44933.0,97203.0,9476,High,2
5 Series,North America,red,Diesel,Manual,2.1,175511.0,114590.0,4729,Low,12
7 Series,Asia,silver,Diesel,Automatic,1.9,14619.0,91065.0,5800,Low,9
X5,South America,blue,Diesel,Manual,2.3,,79536.0,3168,Low,4
7 Series,Europe,black,Electric,Manual,2.6,10618.0,56095.0,9996,High,12
X1,Africa,blue,Diesel,Automatic,3.4,157368.0,117855.0,7349,High,2
X3,North America,white,Hybrid,Manual,4.6,58832.0,95096.0,1363,Low,3
5 Series,Africa,grey,Petrol,Automatic,3.0,82025.0,65988.0,8393,High,11
X5,Asia,blue,Hybrid,Automatic,3.3,164885.0,117180.0,7151,High,14
7 Series,Africa,blue,Petrol,Manual,1.5,55063.0,103655.0,8275,High,10
X3,Middle East,grey,Electric,Manual,1.6,45927.0,42373.0,8263,High,14
X5,Europe,grey,Diesel,Manual,1.8,143633.0,116634.0,2360,Low,2
M5,Europe,red,Petrol,Manual,3.9,188315.0,40903.0,2122,Low,14
i3,North America,red,Diesel,Manual,3.2,168248.0,101971.0,3635,Low,5
i3,North America,blue,Petrol,Automatic,2.2,63049.0,53473.0,2260,Low,0
X5,Africa,black,Petrol,Automatic,3.6,134912.0,,4051,Low,4
M3,North America,white,Petrol,Manual,3.4,58212.0,113177.0,8073,High,4
X6,Middle East,red,Diesel,Manual,1.8,188185.0,65338.0,8867,High,1
i3,North America,grey,Petrol,Manual,3.7,187889.0,35276.0,3715,Low,8
i8,Middle East,grey,Diesel,Manual,4.2,108377.0,,6894,Low,3
X1,Africa,red,Electric,Manual,2.5,105596.0,110293.0,8699,High,9
X3,Africa,blue,Hybrid,Manual,3.9,84662.0,86912.0,8710,High,13
X3,North America,grey,Petrol,Automatic,2.2,163144.0,34259.0,2865,Low,1
7 Series,South America,white,Diesel,Automatic,4.1,141329.0,73795.0,233,Low,4
X6,Africa,black,Hybrid,Manual,4.7,64631.0,94033.0,307,Low,3
M5,South America,black,Diesel,Manual,3.0,,76907.0,1872,Low,13
X6,South America,red,Hybrid,Manual,2.4,53001.0,30503.0,8215,High,4
i3,South America,silver,Diesel,Manual,2.9,118947.0,51721.0,8363,High,8
5 Series,Asia,black,Diesel,Manual,2.4,20274.0,79707.0,6868,Low,14
M3,Europe,black,Electric,Automatic,1.5,81841.0,34154.0,7317,High,2
7 Series,Asia,black,Petrol,Automatic,3.8,116590.0,87902.0,1610,Low,13
i8,South America,white,Electric,Manual,1.6,193166.0,99011.0,4633,Low,3
M5,Africa,white,Hybrid,Manual,2.2,70048.0,88277.0,1957,Low,7
X5,South America,red,Diesel,Automatic,4.0,103887.0,56890.0,8479,High,9
X1,Asia,grey,Hybrid,Manual,3.8,42819.0,111731.0,2002,Low,0
3 Series,North America,black,Hybrid,Manual,1.8,15285.0,93440.0,447,Low,1
7 Series,Africa,black,Diesel,Automatic,3.8,12594.0,87453.0,584,Low,13
X6,Asia,red,Petrol,Manual,4.8,66167.0,103922.0,951,Low,8
X1,Africa,silver,Electric,Manual,1.8,159844.0,73303.0,8096,High,11
7 Series,Europe,grey,Electric,Manual,,168609.0,106695.0,2834,Low,13
M5,Asia,blue,Petrol,Automatic,4.1,18217.0,89759.0,5466,Low,3
i8,Asia,white,Diesel,Automatic,3.8,26376.0,68222.0,9476,High,9
X6,Middle East,red,Petrol,Manual,2.3,176747.0,93973.0,8426,High,4
5 Series,Africa,grey,Hybrid,Automatic,2.1,141807.0,78252.0,4438,Low,0
5 Series,Middle East,red,Electric,Manual,4.2,155749.0,104680.0,8238,High,6
X3,Asia,grey,Hybrid,Manual,4.8,107908.0,110240.0,2258,Low,4
X6,Asia,red,Hybrid,Manual,4.2,151794.0,56363.0,6672,Low,6
X1,Middle East,black,Petrol,Manual,4.9,130414.0,48257.0,7243,High,1
X3,South America,silver,Diesel,Automatic,3.6,61787.0,90084.0,8259,High,7
X5,North America,white,Hybrid,Manual,4.8,188496.0,66902.0,5756,Low,0
i8,South America,white,Diesel,Automatic,3.9,105556.0,59108.0,8009,High,12
M5,South America,silver,Diesel,Automatic,4.7,18594.0,38520.0,1087,Low,12
i8,Middle East,silver,Diesel,Manual,2.1,111302.0,113255.0,4658,Low,13
M3,Middle East,white,Petrol,Manual,4.4,77319.0,59975.0,8464,High,10
X3,Middle East,grey,Hybrid,Manual,2.2,93554.0,105316.0,3324,Low,1
X1,North America,silver,Petrol,Automatic,1.6,125419.0,82644.0,4152,Low,3
5 Series,South America,black,Hybrid,Automatic,3.3,177705.0,115233.0,9174,High,1
X3,North America,black,Electric,Manual,2.6,59870.0,119939.0,6031,Low,11
i3,Europe,white,Hybrid,Automatic,1.7,,88276.0,2649,Low,8
X3,North America,blue,Diesel,Automatic,4.9,22459.0,50989.0,9054,High,11
5 Series,Asia,grey,Diesel,Automatic,3.8,102404.0,74502.0,6249,Low,6
M3,Asia,silver,Electric,Manual,4.7,32983.0,54026.0,8363,High,3
7 Series,Middle East,white,Petrol,Automatic,5.0,145653.0,43834.0,2703,Low,3
X3,Asia,silver,Diesel,Automatic,2.9,104405.0,95372.0,8715,High,13
X5,Europe,silver,Electric,Automatic,2.4,103339.0,55654.0,5636,Low,4
X3,Asia,grey,Diesel,Manual,2.1,44669.0,98810.0,843,Low,1
X5,North America,silver,Diesel,Automatic,3.3,134860.0,107279.0,4253,Low,9
X6,Middle East,red,Electric,Manual,3.6,101077.0,113047.0,4623,Low,0
3 Series,Africa,white,Electric,Automatic,3.2,601.0,58207.0,7516,High,8
5 Series,South America,black,Electric,Manual,2.9,46144.0,44767.0,2731,Low,11
i3,South America,blue,Hybrid,Manual,2.1,116560.0,43105.0,6499,Low,2
M3,South America,black,Hybrid,Automatic,3.0,190546.0,91394.0,6251,Low,9
i3,Middle East,red,Electric,Automatic,1.8,195969.0,41323.0,9869,High,8
7 Series,South America,white,Hybrid,Automatic,,55608.0,47746.0,6768,Low,11
i3,Middle East,grey,Petrol,Automatic,1.7,17075.0,65179.0,8017,High,0
X3,South America,blue,Petrol,Automatic,2.8,136842.0,39432.0,7504,High,7
5 Series,South America,silver,Diesel,Automatic,1.9,18461.0,63094.0,1639,Low,6
X1,Europe,black,Hybrid,Automatic,4.2,169645.0,92607.0,5138,Low,14
X3,Asia,grey,Diesel,Manual,2.6,90838.0,50890.0,2240,Low,8
X6,North America,blue,Hybrid,Manual,1.9,87417.0,104272.0,9662,High,6
7 Series,Africa,black,Electric,Manual,3.4,186427.0,118844.0,7526,High,0
X5,Europe,red,Petrol,Manual,4.7,77654.0,94772.0,8888,High,3
3 Series,South America,blue,Electric,Manual,4.7,48523.0,69238.0,665,Low,5
M3,Asia,grey,Hybrid,Manual,2.4,167514.0,85985.0,9521,High,10
7 Series,Middle East,red,Hybrid,Manual,4.0,149509.0,55599.0,2715,Low,3
X3,South America,blue,Hybrid,Automatic,1.6,190173.0,115791.0,4711,Low,13
i8,South America,black,Hybrid,Manual,2.0,182276.0,60293.0,396,Low,5
i8,South America,black,Electric,Automatic,3.2,111533.0,113751.0,1964,Low,9
3 Series,North America,black,Hybrid,Manual,2.3,160933.0,80924.0,4760,Low,3
X6,North America,white,Diesel,Automatic,4.3,143423.0,98263.0,8000,High,3
X3,Middle East,white,Hybrid,Manual,4.8,82957.0,106194.0,6391,Low,8
X6,Africa,silver,Electric,Automatic,1.5,13489.0,,4595,Low,13
X5,Middle East,grey,Electric,Automatic,2.3,3344.0,114003.0,5890,Low,13
X5,Asia,blue,Electric,Automatic,3.0,155528.0,55356.0,8209,High,5
3 Series,North America,silver,Electric,Automatic,,180903.0,114075.0,6119,Low,0
7 Series,Europe,silver,Hybrid,Automatic,4.7,154147.0,30562.0,1772,Low,1
X1,Middle East,black,Diesel,Manual,4.6,86362.0,81055.0,6770,Low,3
i3,Europe,red,Hybrid,Automatic,3.7,103984.0,90879.0,2367,Low,5
i8,North America,silver,Diesel,Manual,2.4,187827.0,31561.0,9100,High,14
X1,North America,silver,Petrol,Manual,4.2,101584.0,109606.0,5197,Low,11
X1,Asia,white,Hybrid,Manual,2.2,134174.0,109339.0,5580,Low,8
i8,Africa,white,Petrol,Manual,4.9,73912.0,83131.0,3807,Low,1
X3,Middle East,silver,Hybrid,Automatic,1.5,21069.0,115343.0,3820,Low,6
3 Series,Asia,silver,Petrol,Automatic,3.5,86486.0,89979.0,1620,Low,0
3 Series,Asia,red,Electric,Automatic,1.8,184156.0,49374.0,8582,High,12
i8,Asia,black,Electric,Automatic,2.9,26214.0,116314.0,7086,High,3
X1,North America,black,Electric,Automatic,3.7,79566.0,39209.0,6822,Low,4
i3,Middle East,red,Hybrid,Manual,3.9,182702.0,60395.0,4744,Low,8
3 Series,North America,white,Petrol,Automatic,4.2,147040.0,49406.0,1316,Low,8
5 Series,South America,grey,Electric,Manual,3.6,17339.0,64161.0,3830,Low,8
X1,Europe,black,Hybrid,Automatic,2.4,32504.0,80849.0,4836,Low,13
X3,North America,black,Electric,Automatic,4.6,143225.0,98686.0,3464,Low,9
7 Series,Europe,blue,Petrol,Automatic,4.3,194279.0,,4850,Low,13
M5,Africa,black,Electric,Automatic,2.1,40541.0,60178.0,4507,Low,9
M3,South America,white,Electric,Manual,4.4,199957.0,74438.0,3432,Low,2
M3,South America,silver,Hybrid,Automatic,4.9,192797.0,88099.0,1482,Low,5
X5,South America,silver,Electric,Automatic,3.7,22943.0,,2058,Low,12
X3,Africa,white,Petrol,Manual,2.5,31699.0,109550.0,1877,Low,1
X6,Europe,white,Petrol,Automatic,3.6,27813.0,80619.0,8726,High,13
M3,North America,white,Hybrid,Automatic,2.7,198394.0,77413.0,8924,High,3
X1,Europe,white,Hybrid,Automatic,,56449.0,49610.0,1508,Low,0
X3,Europe,red,Electric,Manual,3.4,169848.0,114783.0,6535,Low,1
X1,Africa,grey,Diesel,Automatic,4.8,130270.0,112115.0,9304,High,9
3 Series,North America,black,Diesel,Automatic,3.7,72255.0,48090.0,6473,Low,13
i8,South America,silver,Petrol,Automatic,2.2,67577.0,112561.0,8423,High,10
M5,Europe,grey,Electric,Manual,4.0,65201.0,79613.0,605,Low,13
M5,North America,white,Diesel,Manual,2.6,28342.0,69315.0,9417,High,12
X1,Asia,white,Electric,Automatic,2.5,115202.0,55781.0,5394,Low,12
i3,Africa,red,Petrol,Manual,2.9,189882.0,89751.0,4667,Low,9
M5,Middle East,red,Electric,Automatic,1.5,30867.0,64710.0,7144,High,9
M5,Middle East,blue,Diesel,Automatic,4.9,33890.0,80362.0,7239,High,5
X5,North America,blue,Diesel,Manual,3.4,107965.0,59890.0,5738,Low,12
X5,Europe,blue,Petrol,Automatic,4.2,18878.0,54193.0,1515,Low,12
M5,Africa,blue,Electric,Automatic,2.4,101906.0,35408.0,3577,Low,2
M5,North America,red,Diesel,Automatic,4.1,115589.0,85023.0,9589,High,3
X1,Africa,black,Hybrid,Manual,3.5,154058.0,34244.0,3239,Low,2
i8,Europe,grey,Hybrid,Manual,3.0,147244.0,58645.0,3572,Low,14
X1,South America,silver,Petrol,Automatic,4.9,122949.0,59976.0,4279,Low,8
5 Series,Asia,blue,Hybrid,Automatic,3.2,155601.0,46313.0,3265,Low,2
X1,Middle East,grey,Hybrid,Automatic,3.8,9710.0,70604.0,1809,Low,7
7 Series,Asia,blue,Petrol,Manual,1.6,3149.0,67245.0,7146,High,13
X3,Middle East,white,Hybrid,Automatic,2.6,93197.0,118854.0,4006,Low,11
X5,Middle East,blue,Diesel,Automatic,4.6,33984.0,35088.0,9779,High,5
3 Series,North America,black,Hybrid,Automatic,4.2,145845.0,62753.0,1221,Low,8
X3,South America,red,Diesel,Manual,,108924.0,51628.0,5575,Low,7
X6,South America,black,Diesel,Manual,4.7,129872.0,60159.0,2387,Low,14
5 Series,North America,red,Petrol,Manual,3.2,56507.0,55920.0,319,Low,11
5 Series,Europe,red,Hybrid,Manual,3.5,5965.0,37182.0,4609,Low,9
X6,South America,grey,Electric,Manual,2.8,95262.0,63852.0,2425,Low,12
X3,Europe,white,Diesel,Automatic,,27180.0,94033.0,8158,High,10
X5,Asia,blue,Hybrid,Manual,2.6,187593.0,116745.0,9471,High,5
7 Series,Asia,blue,Hybrid,Automatic,2.8,42725.0,88388.0,9297,High,6
i8,Europe,white,Diesel,Automatic,4.9,193760.0,35265.0,8922,High,4
X3,Europe,black,Diesel,Automatic,1.9,23364.0,109859.0,6457,Low,2
i3,Africa,black,Electric,Manual,1.9,82511.0,41786.0,8177,High,12
5 Series,Asia,white,Hybrid,Manual,,152595.0,96828.0,2095,Low,10
X6,South America,white,Diesel,Manual,2.6,128935.0,65083.0,9760,High,7
M5,Europe,red,Petrol,Automatic,2.9,159184.0,53775.0,2519,Low,9
7 Series,South America,blue,Petrol,Manual,1.8,102577.0,35662.0,878,Low,11
X5,South America,grey,Hybrid,Automatic,3.4,102321.0,89406.0,793,Low,7
X1,Europe,red,Petrol,Automatic,3.5,85768.0,112298.0,1900,Low,4
X6,Africa,blue,Diesel,Automatic,4.1,170597.0,74000.0,3739,Low,12
X3,Asia,blue,Electric,Manual,4.9,87017.0,64098.0,1506,Low,12
X6,Africa,grey,Hybrid,Automatic,3.7,79048.0,52158.0,2229,Low,11
M3,Africa,grey,Electric,Manual,1.9,178510.0,32919.0,9258,High,6
i8,South America,black,Hybrid,Manual,1.8,80173.0,63285.0,7763,High,10
X3,Europe,silver,Diesel,Automatic,4.2,45133.0,106816.0,1322,Low,7
i8,Europe,red,Hybrid,Manual,3.8,,53268.0,7246,High,9
i8,Middle East,silver,Electric,Manual,2.1,8608.0,80107.0,8574,High,12
M3,North America,grey,Petrol,Manual,2.4,,106746.0,1092,Low,0
X5,South America,white,Hybrid,Manual,4.1,21236.0,,8220,High,7
i3,Africa,white,Diesel,Manual,3.5,104190.0,89905.0,4852,Low,3
i8,Middle East,white,Diesel,Automatic,3.5,85662.0,68543.0,5553,Low,6
i3,North America,grey,Diesel,Automatic,2.2,31689.0,46839.0,100,Low,7
X5,North America,white,Electric,Automatic,3.7,94153.0,39488.0,9899,High,2
M5,Middle East,black,Electric,Automatic,,38650.0,87585.0,2992,Low,11
i3,Middle East,blue,Petrol,Automatic,4.6,131366.0,70398.0,6467,Low,1
M3,North America,silver,Electric,Manual,4.1,120500.0,109226.0,2337,Low,1
X6,Asia,blue,Petrol,Manual,3.5,53600.0,66344.0,3816,Low,2
3 Series,Africa,grey,Electric,Automatic,3.9,50544.0,91690.0,7936,High,4
i8,South America,silver,Petrol,Manual,3.2,98641.0,52407.0,8520,High,9
X1,South America,white,Electric,Automatic,2.3,196211.0,39872.0,5109,Low,14
i8,Africa,white,Hybrid,Manual,,84299.0,100773.0,7395,High,11
i8,South America,silver,Hybrid,Manual,3.4,188888.0,53665.0,1075,Low,7
i3,Middle East,blue,Electric,Manual,3.6,17215.0,40835.0,6098,Low,14
M3,South America,black,Petrol,Manual,5.0,189301.0,51961.0,3641,Low,12
X5,North America,silver,Electric,Automatic,4.9,123930.0,109430.0,5549,Low,14
3 Series,Africa,silver,Petrol,Automatic,3.6,107112.0,84019.0,8482,High,6
X6,Europe,blue,Electric,Automatic,1.6,98548.0,34236.0,7515,High,13
X1,South America,blue,Electric,Manual,2.9,66224.0,64135.0,7347,High,6
X6,Asia,blue,Petrol,Automatic,4.8,26815.0,101035.0,5951,Low,2
X3,North America,black,Electric,Manual,2.5,192716.0,93391.0,7903,High,11
i3,South America,grey,Electric,Automatic,5.0,119358.0,50983.0,1444,Low,13
7 Series,Africa,silver,Electric,Automatic,1.8,90736.0,39879.0,3094,Low,11
i3,South America,white,Diesel,Manual,3.5,40341.0,52629.0,3741,Low,3
M3,South America,grey,Electric,Automatic,3.3,110593.0,43689.0,510,Low,4
i3,South America,white,Hybrid,Manual,2.4,183151.0,73208.0,5967,Low,4
M3,Middle East,blue,Diesel,Automatic,4.8,39118.0,,7314,High,5
M5,Asia,red,Hybrid,Manual,3.7,188054.0,48895.0,4849,Low,9
X1,North America,white,Electric,Manual,2.3,132413.0,94875.0,150,Low,0
M5,South America,white,Petrol,Automatic,2.8,127756.0,110067.0,2096,Low,4
i8,South America,red,Electric,Automatic,4.0,160632.0,54434.0,6882,Low,8
X6,Africa,blue,Hybrid,Manual,2.5,178284.0,110043.0,4937,Low,12
i3,Africa,red,Diesel,Manual,4.6,100654.0,75009.0,8307,High,12
i8,Africa,blue,Diesel,Automatic,2.1,93708.0,,8879,High,3
i8,Asia,blue,Petrol,Automatic,2.4,176282.0,,6540,Low,5
X1,South America,black,Hybrid,Automatic,2.0,160873.0,77929.0,6561,Low,3
M3,Asia,silver,Petrol,Manual,1.9,178128.0,68328.0,4924,Low,7
3 Series,South America,black,Petrol,Automatic,2.6,144798.0,,3418,Low,10
X3,Middle East,blue,Diesel,Manual,5.0,197465.0,59699.0,528,Low,11
X5,Europe,grey,Diesel,Automatic,1.8,21013.0,105965.0,1091,Low,8
5 Series,Africa,white,Hybrid,Automatic,2.2,188392.0,81369.0,2709,Low,8
X3,Europe,white,Hybrid,Manual,2.5,59711.0,118387.0,9615,High,2
5 Series,South America,black,Diesel,Automatic,3.7,22205.0,56431.0,8974,High,6
X1,North America,white,Electric,Manual,4.1,987.0,74259.0,4861,Low,6
i8,Middle East,silver,Petrol,Automatic,4.1,152566.0,105660.0,4445,Low,10
X3,Asia,silver,Electric,Manual,1.5,51689.0,119768.0,1231,Low,2
X6,Middle East,red,Hybrid,Automatic,3.8,5166.0,99788.0,5770,Low,3
M5,North America,grey,Diesel,Automatic,3.7,188416.0,98665.0,4534,Low,2
X1,Europe,blue,Diesel,Automatic,3.3,,105690.0,6815,Low,7
X5,North America,red,Diesel,Automatic,2.8,3535.0,42097.0,2302,Low,5
3 Series,Africa,red,Petrol,Manual,4.3,113834.0,112803.0,8470,High,14
X1,Europe,grey,Electric,Automatic,2.7,173480.0,35826.0,8785,High,6
M3,North America,black,Hybrid,Manual,2.3,117219.0,117271.0,1065,Low,7
X5,South America,blue,Petrol,Manual,2.6,55693.0,84890.0,6550,Low,9
i8,Africa,black,Petrol,Automatic,3.0,6378.0,82477.0,7963,High,2
5 Series,Africa,white,Petrol,Manual,2.2,181762.0,34172.0,7486,High,12
i3,Middle East,white,Diesel,Automatic,3.6,16192.0,49503.0,6625,Low,12
X3,Africa,silver,Diesel,Automatic,4.6,191787.0,106961.0,4514,Low,7
X3,Africa,black,Petrol,Automatic,3.6,120967.0,72300.0,1009,Low,10
3 Series,Middle East,black,Diesel,Manual,,183380.0,110580.0,1492,Low,5
X6,Africa,white,Petrol,Automatic,4.3,111933.0,66302.0,8439,High,4
5 Series,Asia,red,Hybrid,Manual,4.1,165633.0,95485.0,4883,Low,1
M3,Africa,red,Electric,Automatic,2.8,30795.0,106216.0,7591,High,8
i3,Asia,silver,Hybrid,Manual,3.6,65229.0,80860.0,8374,High,10
i3,Middle East,grey,Petrol,Manual,4.1,119893.0,102195.0,447,Low,7
7 Series,Europe,black,Diesel,Manual,2.4,46992.0,67551.0,6307,Low,5
3 Series,South America,silver,Hybrid,Manual,2.8,7356.0,68121.0,9458,High,5
X5,Asia,silver,Hybrid,Manual,1.9,22790.0,56729.0,2217,Low,11
M3,North America,grey,Electric,Automatic,5.0,155425.0,77303.0,3434,Low,13
i8,South America,grey,Petrol,Automatic,1.8,73749.0,39352.0,1762,Low,12
5 Series,Asia,blue,Diesel,Manual,2.1,111509.0,49762.0,4727,Low,7
X1,Asia,black,Diesel,Manual,3.2,163711.0,77230.0,6202,Low,0
X3,South America,red,Petrol,Automatic,4.5,184828.0,103848.0,5050,Low,4
i8,Europe,silver,Petrol,Automatic,2.7,111628.0,101076.0,8497,High,2
i8,North America,black,Electric,Manual,4.2,67820.0,119113.0,3375,Low,8
